Stint,Compound,Laps,Avg_LapTime,Best_LapTime,Avg_CorrectedTime,Best_CorrectedTime,Avg_Degradation,Max_Degradation,Avg_Health,Min_Health
1.0,MEDIUM,16,90.77393749999999,90.267,90.1176875,89.2705,0.8471875000000031,3.2875000000000085,68.0812499999999,0.0
2.0,HARD,27,90.0824814814815,88.849,88.94498148148148,87.202,1.7429814814814828,20.711,59.762222222222185,0.0
3.0,HARD,15,89.20093333333335,86.993,88.58843333333333,85.85549999999999,2.7329333333333437,21.089500000000015,40.75999999999965,0.0
